word,meaning
largely,"크게, 대체로, 주로"
gesture,"몸짓, 표시[표현]"
trade,"거래, 사업[-업], 업계"
shame,"수치심[창피/, 창피, 애석한[딱한/아쉬운] 일"
confuse,"혼란시키다, A와 B를 혼동하다"
lonely,"외로운, 외로운, 인적이 드문"
highlight,"강조하다, 하이라이트[강조] 표시를 하다"
beer,"맥주, 맥주 한 잔[병/캔]"
classroom,교실
frequency,"빈도, 빈발, 진동수[주파수/빈도]"
chest,"가슴, 궤[상자]"
cooking,"요리, 요리"
resistance,"저항[반대], 저항[항거]"
application,"지원[신청], 적용, 바르기"
multiple,많은
impress,"깊은 인상을 주다, 이해시키다"
employ,"고용하다, 쓰다[이용하다]"
contribution,"기부금, 개인 분담금, 기여"
estate,"사유지[토지], 단지[지구]"
sandwich,"샌드위치, 카스텔라"
willing,…에 반대하지[꺼리지] 않는
bomb,"폭탄, 핵폭탄, 많은[큰] 돈"
prison,"교도소, 수감 제도, 감옥"
potentially,"가능성 있게, 잠재적으로"
tone,"어조, 분위기[논조], 음조"
retirement,"은퇴[퇴직], 은퇴 생활"
significantly,"상당히[크게], 의미가 있게"
persuade,"설득하다, 납득[설득]시키다"
relief,"안도, 경감[완화/제거]"
facility,"시설[기관], 기능[특징]"
offensive,"모욕적인, 역겨운[극도로 불쾌한]"
successfully,"성공적으로, 용케, 잘"
soul,"(영)혼[혼령/정신], 마음"
settle,"해결하다[끝내다], 결정하다[정리하다]"
conference,"회의[학회], 회담, 연맹"
mouse,"쥐, 마우스"
addition,"덧셈, 추가된 것"
ethical,"윤리적인, 도덕적으로 옳은"
profile,"옆얼굴, 개요, 인지도, 윤곽"
debt,"빚, 빚[부채]을 진 상태"
so-called,"소위, …라고 일컬어지는"
gift,"선물, 재능, 거저나 다름없는 것"
regulation,"규정, 규제"
disability,장애
calculate,"계산하다, 추정하다"
creation,"창조, 창작품, 천지창조"
scream,"비명을 지르다, 소리치다[악을 쓰다]"
lovely,"사랑스러운, 아주 좋은[기쁜]"
improvement,"향상, 개선"
crew,"승무원 , 일반 승무원[선원/사병]"
oppose,"반대하다, 겨루다"
yield,"산출, 총수익"
awareness,의식[관심]
inquiry,"연구, 조사, 질문"
asleep,"잠이 든, 자고 있는"
scheme,"계획, 책략"
defend,"방어[수비]하다, 옹호[변호]하다"
widely,"널리, 대단히"
enormous,"막대한, 무법한"
previously,"이전에, 미리, 사전에"
brilliant,"훌륭한, 아주 성공적인, 뛰어난"
reliable,"믿을[신뢰할] 수 있는, 믿을 만한"
stare,"빤히 쳐다보다, 응시하다"
roughly,"대략, 거칠게, 꺼칠꺼칠하게"
bacteria,"박테리아, 세균"
achievement,"업적, 성취"
float,떠[흘러]가다[떠돌다]
exchange,"교환, 얘기를 나눔, 환전"
evil,"사악한, 악랄한"
attend,"참석하다, 다니다, 주의를 기울이다"
melt,"녹다[녹이다], 녹다[누그러지다]"
overcome,"극복하다, 이기다, 꼼짝 못하게 되다"
decrease,줄다[감소하다]
dozen,"12개짜리 한 묶음, 십여 개[명]"
department,부서[부처/학과]
confirm,사실임을 보여주다[확인해 주다]
passenger,"승객, 군식구 같은 사람들"
mess,"엉망, 엉망인 상황, 지저분한 사람"
expand,"확대[확장/팽창]되다, 확장되다[시키다]"
informal,"격식에 얽매이지 않는, 평상복의"
uniform,"제복, 군복, 교복"
organ,"장기[기관], 음경, 오르간"
request,"요청[신청], 요구[신청]"
lifetime,"일생, 평생, 생애"
universe,"우주, 은하계, 경험 세계"
boundary,"경계[한계], 바운더리"
funeral,장례식
phenomenon,"현상, 경이로운 사람[것]"
housing,"주택, 주택 공급, 하우징"
punishment,"벌, 심한 대접[취급]"
theme,"주제, 테마, 주제곡, 주제"
understanding,"이해, 합의, 이해심"
currency,"통화, 통용"
hunt,"사냥하다, 찾다[뒤지다]"
transform,변형시키다
bitter,"격렬한, 억울해 하는"
remarkable,"놀랄 만한, 놀라운"
desert,사막
incident,"일[사건], 사건"
heel,"발뒤꿈치, 뒤꿈치, 굽"
impressive,인상적인
scary,"무서운, 겁나는"
awful,"끔찍한, 엄청, 무시무시한"
procedure,"절차[방법], 절차[수순]"
enthusiasm,"열광, 열광하는[열정을 쏟는] 대상"
ad,광고
urge,충고하다[설득하려 하다]
institution,"기관[단체/협회], 보호 시설"
discipline,"규율, 단련법, 절제력, 지식 분야"
elsewhere,다른 곳에서[으로]
ultimately,"궁극적으로, 근본[본질]적으로"
liquid,액체
immigrant,이민자[이주민]
jeans,"바지, 면[청]바지"
anxious,"불안해하는, 불안하게 하는"
criticism,"비판, 비평"
suspect,"의심하다, 수상쩍어[의심쩍어] 하다"
unexpected,"예기치 않은, 예상 밖의"
manner,"방식, 태도, 예의"
employment,"직장, 취업[고용], 고용하는 것"
shot,"발사, 총을 잘/잘못 쏘는 사람 등"
deeply,깊이[크게]
battery,"건전지, 수많은, 포대, 닭장[새장 등]"
drag,"끌다[끌고 가다], 힘들게 움직이다"
repair,"수리[보수/수선]하다, 바로잡다"
justice,"공평성, 공정성, 사법, 판사"
gym,"체육관, 운동, 헬스클럽"
brief,"짧은, 간단한"
educate,"교육하다, 가르치다"
commission,"위원회[위원단], 수수료[커미션]"
tank,"탱크, 전차, 저수지"
rent,"집세, 찢어진 곳"
capable,"~을 할 수 있는, 유능한"
lean,"기울다[기울이다], ~에 기대다[의지하다]"
satisfaction,"만족, 충족, 배상[보상]"
pitch,"경기장, 정도[강도]"
pour,"붓다[따르다], 마구 쏟아지다[흘러나오다]"
concerned,"걱정[염려]하는, 관심[흥미]이 있는"
session,"시간, 회기, 개정"
incredibly,"믿을 수 없을 정도로, 믿기 힘들게도"
tribe,"부족, 집단[무리]"
existence,"존재, 생활[생계]"
silly,"어리석은, 우스꽝스러운, 장난감 같은"
swimming,수영
fantasy,"공상[상상], 공상[상상]의 산물"
headline,"표제,주요 뉴스들"
prize,"상, 소중한 것"
initial,"처음의, 초기의"
exhibition,"전시회, 전시, 발휘"
quote,"인용하다, 들다, 견적을 내다[잡다]"
secure,"안심하는, 안전한, 안전한[보안/문단속이 철저한]"
Web,"거미집, -망[거미줄]"
fortune,"운[행운], 재산, 성쇠[부침]"
vision,"시력, 환상, 환영[환각]"
aid,"원조, 도움, 보조 기구"
elephant,코끼리
commonly,"흔히, 보통"
sauce,"소스, 건방진 말[행동]"
bee,"벌, 모임"
priest,"사제[신부], 성직자"
breast,"유방, 젖가슴, 가슴"
union,"조합, 연방, 미국, 통합"
pleasant,"쾌적한, 상냥한"
tight,"단단한, 꽉 조이는[딱 붙는]"
shine,"빛나다, 비추다, 윤[광]을 내다"
whenever,"…할 때는 언제든지, …할 때마다"
variation,"변화[차이], 변형, 변주곡"
tent,"텐트, 텐트 모양의 물건"
prospect,"가망[가능성], 예상, 전망"
teenage,십대의
festival,축제[기념제]
proper,"적절한, 제대로 된, 올바른[정당한/제대로 된]"
wisdom,"지혜, 타당성, 지식[지혜]"
permission,"허락, 승인[허락/허가]"
wise,지혜로운
technical,"과학 기술의, 기술[기법]의"
surprising,"놀라운, 놀랄"
bubble,"거품, 비누[물] 방울, 약간"
listener,"듣는 사람, 청취자"
hearing,"청력, 공판, 해명[설명]할 기회"
nail,"손톱, 못"
truly,"정말로, 진정으로, 엄밀히"
advanced,"선진의, 고급[상급]의"
delivery,"배달[인도/전달], 출산"
toe,"발가락, 발가락 부분"
translation,"번역[통역] , 번역[통역]"
faith,"믿음[신뢰], 신앙, 종교[신앙]"
engineering,"공학 기술, 교묘한 공작[처리/조종]"
calm,"침착한, 잔잔한, 바람이 없는"
celebration,기념[축하] 행사
Flood,"홍수, 쇄도"
rhythm,"리듬, 율동, 변화"
thirty,"30, 서른"
reward,"보상, 현상금"
extent,"정도, 크기"
agenda,의제[안건]
outer,"바깥 표면의, 바깥쪽의"
excitement,"흥분, 흥분되는[신나는] 일"
string,"끈, 줄, 일련, 문자열"
vitamin,비타민
needle,"바늘, 솔잎"
collapse,"붕괴되다, 쓰러지다, 주저앉다[드러눕다]"
borrow,"빌리다, 꾸다[빌리다]"
resist,"저항[반대]하다, 저항하다[항거하다]"
plain,"분명한, 숨김없는, 소박한"
landscape,"풍경, 풍경화, 가로로 긴 배치"
mobile,"이동하는, 움직임이 자유로운"
menu,메뉴
division,"분할, 나눗셈, 분열, 분과[부/국]"
artistic,"예술의, 예술적 감각이 있는"
trainer,"운동화, 교육[훈련]시키는 사람"
alarm,"불안, 경보, 경보기"
pose,"제기하다, 질문을 제기하다"
electrical,전기의
concentration,"정신 집중, 농도"
realistic,"현실적인,현실을 직시하는"
grand,"웅장한, 그랜드, 원대한"
instance,"사례, 경우"
laboratory,실험실
admire,"존경하다, 감탄하며 바라보다"
acceptable,용인되는[받아들여지는]
specialist,"전문가, 전문의"
primary,"주된, 최초[초기]의, 초등 교육[학교]의"
register,"등록[기재]하다, 표명하다"
passion,"격정, 격노, 욕정, 열정"
horror,"공포, ~에 대한 공포[~을 몹시 싫어함]"
strict,"엄격한[엄한], 엄밀한"
cheat,"속이다, 부정행위를 하다[속임수를 쓰다]"
award,"상, 인상분, 액수"
marketing,마케팅
courage,용기
nevertheless,그렇기는 하지만
wage,임금[급료]
coal,"석탄, 석탄 조각"
transfer,"옮기다, 넘겨주다[이전하다]"
actress,여배우
boot,"목이 긴 신발, 트렁크"
shelter,"주거지, 피신[대피]"
van,"유개 화물차, 승합차"
transport,"수송, 차량, 운송, 수송[운송] 수단"
tune,"곡, 곡조, 선율"
invention,"발명품, 지어냄[날조]"
reserve,"비축[예비], 보호 구역"
stable,"안정된, 차분한, 안정된"
wildlife,야생 동물
constant,"끊임없는, 변함없는"
minority,"소수, 소수집단, 미성년"
poet,시인
cure,"낫게 하다, 치유하다"
pure,"순수한, 깨끗한, 완전한"
pension,연금
acknowledge,"인정하다, 받았음을 알리다"
initially,"처음에, 시초에"
shadow,"그림자, 어둠, 희미한 흔적"
poetry,"시, 우아함"
dirt,"먼지, 때, 흙"
lab,"랩, 연구[실험]실[동, 실험"
throat,"목구멍, 목"
chart,"도표,차트,해도"
flash,"섬광, 불빛 신호, 갑자기 떠오름[스침]"
interpret,"설명[해석]하다, 이해[해석]하다"
priority,"우선 사항, 우선 주행권"
guarantee,"보장[약속]하다, 품질 보증을 하다"
raw,"익히지 않은, 원자재의, 가공"
initiative,"계획, 진취성, 주도권"
wooden,"나무로 된, 경직된[뻣뻣한/딱딱한]"
boring,"재미없는, 지루한"
dismiss,"묵살[일축]하다, 떨쳐 버리다"
self,"모습, 자아, 자기 자신의 이익[기쁨]"
attraction,"끌림, 명소[명물], 매력"
govern,"통치하다[다스리다], 지배[좌우/통제]하다"
pace,"속도, 걸음, 변화의 속도"
abandon,버리다[떠나다/유기하다]
royal,"국왕[여왕]의,성대한"
exam,"시험, 검사"
unemployment,"실업, 실직[실업] 상태"
frame,"틀[액자], 뼈대[프레임]"
row,"열[줄], 줄, -로[가]"
beef,"소[쇠]고기, 불평"
elect,"선출하다, 선택하다"
rarely,드물게
requirement,"필요, 필요조건"
grandfather,"할아버지, 외할아버지"
furniture,가구
council,"의회, 자문 위원회, 협의회"
plot,"구성[플롯/줄거리], 음모"
edit,"수정[가필]하다, 편집하다"
worldwide,전 세계적인
toilet,"변기, 화장실, 몸단장"
upper,"더 위에 있는, 위쪽의"
mysterious,"이해[설명]하기 힘든, 신비한"
slave,"노예, 종속 장치"
arrangement,"준비, 방식, 합의, 배치"
fortunately,"다행스럽게도, 운 좋게도"
detective,"형사, 탐정"
rural,"시골의, 지방의"
mixture,"혼합물[혼합체], 혼합 재료"
coast,해안
bake,"굽다, 굽다[굳히다]"
smooth,"매끈한, 고루 잘 섞인 , 순조로운"
construct,"건설하다, 구성하다"
generous,"후한[너그러운], 넉넉한"
regard,…을 … 으로 여기다[평가하다]
fantastic,"기막히게 좋은, 엄청난, 기상천외한"
scan,"살피다, 훑어보다, 정밀 촬영[검사]하다"
biology,"생물학, 생명 작용[활동]"
diamond,"다이아몬드, 마름모꼴, 다이아몬드 패"
observation,"관찰, 논평[의견]"
channel,"채널, 주파수대, 경로[수단]"
convert,"전환시키다[개조하다], 전환[개조]되다"
silent,"말을 안 하는, 별로 말이 없는"
conscious,의식
consist,"되어 있다, …에 있다"
old-fashioned,"옛날식의, 전통적인 사고방식을 지닌"
passage,"통로, 관[길], 구절"
unfair,"부당한, 불공평한"
lost,"길을 잃은, 잃어버린[분실된]"
suitable,"적합한, 적절한, 알맞은"
regret,"후회하다, 유감스럽게[애석하게/안타깝게] 생각하다"
vary,"서로[각기] 다르다, 달라지다[다르다]"
holy,"신성한[성스러운], 경건한"
command,"명령하다, 지휘하다, 받다"
fixed,"고정된, 확고한, 변함없는"
aircraft,항공기
quantity,"양, 다량"
unknown,"알려지지 않은, 무명의"
protest,"항의[반대/이의] , 시위"
insight,"통찰력, 이해"
unhappy,"불행한, 불만족스러워 하는"
consideration,"사려, 고려 사항, 배려"
fifth,"다섯 번째의, 제5의"
install,"설치[설비]하다, 설치하다"
embarrassed,"쑥스러운, 재정적으로 곤란한"
routine,"틀, 루틴"
headache,"두통, 머리가 아픔"
satellite,"위성, 위성, 위성 도시[국가/조직 등]"
advertising,"광고, 광고업"
rank,"지위, 계급, 사병"
fence,"울타리, 장애물, 장물아비"
bunch,"다발, 많음, 사람들"
dialogue,"대화, 대화"
steady,"꾸준한, 변함[변동]없는"
oven,오븐
mineral,"광물, 탄산음료"
deliberately,"고의로, 신중하게"
pale,"창백한, 엷은[옅은/연한]"
painting,"그림, 그림 그리기, 페인트칠하기"
evening,"저녁, 밤, 야간"
bowl,"공을 굴리다, 공을 던지다[투구하다]"
desert,상[벌]을 받을 만한 가치[자격]
These,"이것들, 이들"
Christmas,"크리스마스, 크리스마스 기간"
recognise,"알아보다[알다], 인정[인식]하다"
Christian,"기독교의, 기독교도의, 훌륭한"
behavior,"행동, 행동 양식, 가동"
anymore,"요즘은, 지금은"
growing,"커지는, 성장[증가]하는"
carbon,"탄소, 카본지로 뜬 복사본"
DNA,디엔에이
Spanish,스페인의
perceive,"감지[인지]하다, ~을"
emphasise,"강조하다, 두드러지게 하다"
cope,대처[대응]하다
naked,"벌거벗은, 노골적인, 무방비로 노출된[무방비 상태?"
cognitive,인식[인지]의
sigh,"한숨을 쉬다, 한숨짓다"
discrimination,"차별, 안목, 식별력"
crack,"갈라지다, 깨지다, 때리다[찧다]"
proportion,"부분, 비[비율], 균형"
nod,끄덕이다[끄덕여 나타내다]
divorce,"이혼, 분리"
controversial,"논란이 많은, 논쟁의"
bat,"방망이, 박쥐"
revenue,수익[수입/세입]
norm,"표준, 규범, 기준"
trace,"추적하다, 추적하다[, 기술하다"
morally,도덕적으로
leadership,대표[지도자]직[임]
means,"수단, 돈"
refugee,"난민, 망명자"
favor,"지지, 편을 듦, 경품들"
absorb,"흡수하다[빨아들이다], 받아들이다"
physically,"신체[육체]적으로, 자연 법칙에 따라"
trigger,"방아쇠, 계기[도화선]"
tournament,"토너먼트, 마상"
goodbye,안녕히 가세요
mainstream,주류[대세]
workplace,"직장, 업무 현장"
scare,"겁주다, 겁먹다"
website,웹사이트
traditionally,전통적으로
app,"애플릿, 애플리케이션"
hopefully,"바라건대, 희망[기대]을 갖고"
script,"대본[원고], 글씨, 문자"
Ms,… 씨
ancestor,"조상, 원형[전신]"
chin,"턱, 이야기"
motivate,"이유[원인]가 되다, 동기를 부여하다"
ghost,"유령, 기억, 아주 적은 양"
immune,"면역성이 있는, …의 영향을 받지 않는"
regulate,"규제[통제/단속]하다, 조절[조정]하다"
stroke,"타법[타격],스트로크,치기"
optimistic,"낙관적인, 낙관하는"
unite,"연합하다, 통합[결속]시키다"
protein,단백질
invisible,"보이지 않는, 무형의"
whose,"누구의, ~의"
driving,운전
corporation,"기업[회사], 법인, 도시 자치 운영 위원단[시 자치체"
favourite,좋아하는
senate,"상원, 대학 평의회, 원로원"
boost,신장시키다
bias,"편견, 성향, 바이어스"
based,근거지[본사]를 둔
intervention,"사이에 듦, 개입, 상관관계"
prediction,"예측, 예견"
participant,참가자
centre,"중심, 도심지, 중심지"
realise,"깨닫다, 실현[달성]하다"
monster,"괴물, 괴수, 잔악무도한 인간"
presidential,"대통령의, 대통령 책임제의"
chronic,"만성적인, 만성 질환을 앓고 있는"
oxygen,산소
controversy,"논란, 논쟁, 말다툼, 민사상의 분쟁"
humanity,"인류, 인간성, 인간애, 인문학"
gently,"다정하게, 조심해[살살 해]!"
prominent,"중요한, 눈에 잘 띄는, 툭 튀어나온"
consciousness,"의식, 자각, 생각"
metre,"미터, 음보"
weird,"기이한, 기괴한"
economist,"경제학자, 경제 전문가"
gear,"기어, 기어, 장비[복장]"
boom,"붐, 갑작스런 인기[대유행]"
publicly,"공공연하게, 공개적으로"
infrastructure,"사회[공공] 기반 시설, 인프라스트럭처"
creativity,"창조적임, 창조성, 독창력"
random,무작위의
tackle,"씨름하다, 솔직하게 말하다[따지다]"
fabric,"직물, 구조, 기본 구조[뼈대]"
recognition,"알아봄, 인정[승인]"
horn,"뿔, 각질, 뿔피리, 경적"
tissue,"조직, 화장지, 박엽지"
clue,"단서, 실마리[증거]"
external,"외부[겉/외면]의, 외부의[외부적인]"
dramatically,희곡[연극]적으로
chat,"담소[이야기]를 나누다, 채팅[대화]하다"
golden,"금으로 만든, 황금빛의"
costume,"의상[복장], 의상[분장/변장]"
component,"요소, 부품"
therapist,"치료 전문가, 치료사"
correspondent,"기자[통신원], 편지를 쓰는 사람"
harmful,해로운[유해한]
biscuit,"비스킷, 부드러운 빵"
restriction,"제한[규제], 제약[구속]"
nightmare,"악몽, 악몽"
venture,"벤처 , 모험"
tail,"꼬리, 꼬리 부분, 꼬리[끝부분]"
lover,"정부[애인/연인], …을 좋아하는[즐기는] 사람"
popularity,"인기, 대중성"
pole,"막대기, 기둥, 장대"
unpleasant,"불쾌한, 불친절한"
visible,"보이는, 가시적인"
altogether,"완전히, 모두 합쳐, 전체적으로 보아"
cannot,…할 수 없다
drain,물[액체]을[이] 빼내다[빠지다]
bug,"벌레, 유행성 질병, 취미[관심]"
advocate,지지하다[옹호하다]
nor,not… nor… …도
universal,"일반적인, 보편적인"
annoy,짜증나게[약 오르게] 하다
trait,"특성, 일필, …기미, 얼굴 생김새"
regardless,개의치[상관하지] 않고
girlfriend,여자 친구
glance,"흘낏[휙] 보다, 휙휙[대충] 훑어보다"
owe,"빚지고 있다, 신세를 지고 있다"
mile,"마일, 수마일, 대단히 많이"
pile,"포개, 무더기, 많은 ~"
pause,"잠시 멈추다, 정지시키다"
wealthy,"부유한, 부자들"
twelve,"12, 열둘"
ritual,"의식 절차, 의식과 같은[의례적인] 일"
newly,"최근에, 새로"
entrepreneur,사업가[기업가]
flexible,"신축성[융통성] 있는, 잘 구부러지는"
log,"이야기, 담화"
pill,"알약, 피임약, 귀찮은 인간[녀석]"
obstacle,"장애, 장애물"
diverse,다양한
flu,독감
privacy,"사생활, 남의 눈을 피함"
recommendation,"권고, 추천, 추천장[서]"
stimulate,"자극[격려]하다, 흥미[관심]를 불러일으키다"
mechanical,"기계로 작동되는, 기계[엔진]와 관련된"
portion,"부분[일부], 1인분, 몫"
airline,항공사
suck,"빨아 먹다[마시다], 빨다[빨아 먹다]"
clinical,"임상의, 냉담한, 간소한"
manipulate,"조종하다, 다루다[조작"
latest,최근의[최신의]
hook,"고리, 훅"
exact,"정확한, 꼼꼼한, 정밀한"
indigenous,원산의[토착의]
precise,"정확한, 엄밀한"
Stadium,"경기장, 스타디움"
fashionable,"유행하는,유행을 따른"
instinct,"본능, 직감"
chairman,"의장, 회장"
border,"국경[경계] , 가두리[가장자리]"
worse,"더 나쁜[못한/엉망인], 더 심한[심각한/악화된]"
further,"더 멀리에, 더 거슬러 올라가"
rubbish,"쓰레기, 형편없는 것, 헛소리"
sound,"견실한, 철저한, 다치지[손상되지] 않은"
broad,"넓은, 넓이[폭]가 …인"
deny,사실이 아니라고 말하다
fancy,"원하다, 끌리다[반하다]"
empire,"제국, 기업 왕국, 거대 기업"
neutral,"중립적인, 중립의, 감정을 자제하는[드러내지 않는]"
dump,"버리다, ~을 , 내려놓다"
documentary,"다큐멘터리, 기록물"
painful,"아픈[고통스러운], 괴로운[고통스러운]"
beneath,"아래[밑]에, …보다 못한"
lane,"길, 좁은] 도로, 차선"
pub,"퍼브, 술집"
intent,강한 관심[흥미]을 보이는
distract,집중이 안 되게 하다
nerve,"신경, 긴장, 용기, 뻔뻔스러움"
operation,"수술, 작전[활동], 기업"
disturb,"방해하다, 건드리다[흩뜨리다]"
donate,"기부[기증]하다, 헌혈하다"
slice,"조각, 부분, 주걱"
discourage,"막다[말리다], 의욕[열의]을 꺾다"
stereotype,고정 관념
rude,"무례한, 예의 없는, 버릇없는"
genuine,"진짜의, 진실한"
automatic,"자동의, 무의식적인, 자동적으로 따라오는"
chew,"씹다, 물어뜯다[깨물다]"
mate,"친구, 자네, 짝, 배우자"
emotionally,"감정적으로, 정서적으로"
judgement,"판단력, 판결, 심판"
automatically,"자동적으로, 기계적으로"
pan,"냄비[팬], 한 냄비, 저울판"
radical,"근본적인, 급진적인, 급진파의"
amid,"가운데[중]에, …으로 에워싸인"
peaceful,"평화적인, 평화로운, 평화를 사랑하는"
institute,기관[협회]
measurement,"측정, 치수[크기/길이/양]"
conclude,"결론[판단]을 내리다, 끝나다"
locate,…의 정확한 위치를 찾아내다
classical,"고전주의의, 고대 그리스/로마의"
fold,"접다[개키다], 접다[접게 되어 있다]"
fry,"굽다[부치다], 새까맣게 타다[굽히다]"
sadly,"애석하게도, 슬프게, 몹시[대단히]"
offend,기분 상하게[불쾌하게] 하다
frighten,겁먹게[놀라게] 만들다
ridiculous,"웃기는, 말도 안 되는"
socially,"사회적으로, 사교상, 허물없이"
county,"자치주[군], 백작"
risky,위험한
forty,"마흔, 사십, 40"
exotic,"외국의, 이국적인"
intimate,"친, 사적인[은밀한]"
foundation,"토대[기초], 토대[기반/근거]"
fifty,"쉰, 오십, 50"
Saturday,토요일
advertise,"광고하다, 알리다[광고하다] 유의어 publicize"
defeat,패배시키다[물리치다/이기다]
sustainable,"지속 가능한, 오랫동안 지속[유지] 가능한"
container,"그릇, 컨테이너"
pursue,"추구하다, 계속하다, 뒤쫓다[추적하다]"
abroad,"해외에, 널리 퍼져[떠다녀]"
adjust,"조정[조절]하다, 적응하다"
printer,"프린터, 인쇄업자[회사]"
email,"전자 우편, 전자 우편[이메일]"
mum,"엄마, 침묵, 국화"
neighbour,"이웃 , 이웃 나라, 옆에 있는 사람[것]"
labour,"노동[작업], 업무 , 노동력"
parliament,"의회, 의회."
minimum,"최저의, 최소한의"
strip,"옷을 벗다[벗기다], 스트립쇼를 하다"
accomplish,"완수하다, 성취하다"
conservative,"보수적인, 영국 보수당의"
cotton,"목화, 면직물, 실, 탈지면"
cheer,"환호, 응원가, 쾌활함"
temporary,"일시적인, 임시의"
sheer,"순전한, 순수한[순전한]"
dip,"살짝 담그다[적시다], 내려가다[떨어지다]"
investigation,"수사[조사], 조사[연구]"
offence,"위법[범법] 행위, 화나게 [불쾌하게]하는 행위"
lazy,"게으른, 느긋한, 성의가 부족해 보이는"
secondary,"이차적인, 부차적인"
republic,공화국
accessible,접근[입장/이용] 가능한
volume,"용량, 양, 음량[볼륨]"
instructor,"강사[교사], 전임 강사"
comedy,"코미디, 코미디 같은 점"
hobby,취미
rare,"덜 익은, 설익은"
productivity,생산성
agriculture,농업
emerge,나오다[모습을 드러내다]
actively,"활발히, 활동적으로"
tired,"피로한, 싫증난[물린/지긋지긋한]"
friendship,"교우 관계, 우정"
convenient,"편리한, 가까운[접근이 편리한]"
connected,관련이 있는
equivalent,동등한[맞먹는]
hunger,"굶주림, 배고픔, 갈구[갈망]"
honestly,"솔직히, 정말로[진짜로]"
equality,"평등, 균등"
possession,"소유, 소유물, 차지함"
insist,고집하다[주장하다/우기다]
affair,"일[문제], 일[사건]"
ongoing,계속 진행 중인
custom,"관습, 습관, 구입[이용]"
fifteen,열다섯
kilometre,킬로미터
destination,"목적지, 도착지"
underground,"지하의, 지하의"
bin,"쓰레기통, 통"
disabled,"장애를 가진, 장애인들"
anniversary,기념일
snap,"딱[툭] , 사진을 찍다"
spiritual,"정신의, 종교의"
permit,"허용[허락]하다, 가능하게 하다[허락하다]"
grade,"품질, 등급[지위], 성적"
location,"장소[곳/위치], 야외 촬영지[로케이션]"
predator,"포식자, 포식자"
continuous,"계속되는, 계속 이어지는"
category,범주
countryside,"시골 지역, 전원 지대"
polite,"예의 바른, 예의상의, 고상한"
embarrassing,"난처한, 당혹스러운"
inch,"인치, 조금"
scratch,"긁다, 긁다[할퀴다]"
awake,"잠들지 않은, 깨어 있는"
fever,"열,열병,흥분"
opponent,상대 유의어 adversary
comparison,비교함
